   -8   -86   238
  -20   -90   240
  -34   -96   240
  -34  -102   244
  -34  -106   240
  -30  -114   240
  -38  -116   238
  -44  -122   226
  -46  -118   228
  -58  -126   222
  -48  -120   222
  -56  -124   224
  -44  -118   240
  -60  -120   230
  -50  -112   240
  -54  -120   246
  -60  -122   234
  -66  -118   238
  -58  -118   242
  -68  -126   234
  -86  -130   222
  -96  -126   222
 -114  -136   210
 -112  -130   216
 -114  -136   230
 -112  -142   232
 -110  -148   242
 -118  -160   236
 -120  -164   224
 -114  -150   236
 -118  -158   230
 -118  -156   228
 -126  -148   234
 -140  -148   222
 -134  -130   230
 -138  -134   226
 -136  -126   232
 -134  -136   230
 -130  -142   248
 -154  -154   228
 -134  -150   242
 -138  -158   248
 -124  -150   260
 -110  -154   276
  -86  -150   294
  -98  -166   282
  -80  -166   288
  -64  -172   296
  -84  -178   276
  -84  -178   278
  -84  -186   276
  -76  -186   276
  -74  -172   284
  -86  -172   276
  -76  -168   282
  -98  -174   270
 -110  -174   268
 -118  -168   270
 -122  -154   284
 -130  -164   288
 -152  -174   282
 -148  -166   290
 -148  -168   300
 -148  -166   308
 -152  -156   312
 -164  -168   306
 -142  -154   324
 -136  -160   332
 -138  -156   338
 -144  -156   348
 -152  -152   340
 -154  -162   332
 -160  -168   334
 -164  -170   340
 -172  -172   326
 -152  -166   344
 -164  -172   318
 -174  -182   318
 -176  -172   320
 -176  -190   320
 -190  -196   312
 -200  -202   298
 -216  -204   294
 -212  -210   294
 -204  -204   296
 -204  -218   292
 -218  -226   278
 -216  -232   282
 -220  -242   282
 -226  -250   284
 -222  -244   284
 -216  -246   290
 -210  -250   296
 -214  -252   300
 -214  -250   302
 -210  -256   296
 -194  -246   304
 -204  -240   296
 -192  -232   306
 -194  -230   314
 -182  -240   312
 -188  -234   308
 -194  -236   316
 -204  -242   310
 -204  -256   306
 -214  -262   294
 -212  -262   288
 -206  -260   298
 -220  -264   282
 -224  -262   284
 -216  -266   296
 -206  -258   296
 -222  -262   290
 -224  -268   282
 -226  -268   272
 -226  -264   272
 -230  -262   278
 -228  -252   288
 -244  -256   272
 -258  -258   270
 -266  -260   278
 -250  -256   284
 -256  -254   274
 -236  -256   284
 -236  -260   286
 -238  -268   284
 -234  -276   278
 -246  -280   266
 -238  -270   276
 -244  -268   284
 -242  -264   306
 -236  -256   318
 -244  -262   316
 -244  -256   312
 -264  -262   302
 -268  -252   300
 -274  -256   306
 -272  -266   310
 -262  -270   332
 -252  -262   344
 -256  -270   336
 -262  -276   330
 -258  -274   336
 -260  -274   352
 -264  -272   352
 -262  -274   350
 -256  -274   342
 -260  -276   342
 -252  -274   358
 -258  -276   354
 -266  -268   362
 -260  -270   366
 -250  -268   370
 -244  -272   372
 -246  -276   372
 -254  -280   372
 -256  -280   374
 -268  -276   364
 -260  -280   386
 -266  -282   378
 -262  -280   378
 -240  -268   396
 -250  -258   396
 -238  -256   404
 -232  -258   416
 -234  -266   416
 -228  -272   422
 -246  -286   426
 -236  -280   440
 -224  -274   452
 -234  -274   452
 -238  -274   452
 -254  -280   438
 -256  -280   440
 -254  -268   446
 -250  -268   446
 -248  -252   444
 -252  -246   440
 -236  -248   448
 -220  -238   464
 -214  -246   468
 -212  -242   476
 -196  -238   486
 -180  -224   502
 -198  -230   490
 -188  -224   502
 -190  -220   506
 -216  -222   480
 -216  -224   480
 -230  -226   470
 -230  -230   466
 -220  -228   480
 -224  -232   482
 -226  -238   480
 -218  -234   480
 -218  -228   486
 -228  -228   480
 -226  -234   482
 -232  -230   478
 -242  -228   480
 -242  -232   476
 -238  -230   478
 -242  -214   488
 -244  -212   486
 -252  -216   480
 -254  -222   480
 -260  -214   492
 -270  -230   482
 -272  -232   484
 -284  -238   480
 -270  -232   500
 -286  -242   484
 -290  -242   486
 -262  -228   504
 -270  -230   508
 -272  -226   512
 -288  -238   508
 -292  -234   512
 -290  -232   516
 -294  -234   524
 -290  -234   524
 -282  -232   536
 -288  -238   528
 -284  -226   548
 -272  -228   546
 -264  -232   552
 -246  -218   564
 -242  -220   562
 -252  -224   556
 -254  -220   548
 -270  -222   534
 -274  -220   536
 -280  -218   540
 -282  -234   532
 -276  -232   538
 -278  -236   550
 -274  -236   550
 -290  -234   554
 -276  -234   576
 -292  -240   574
 -294  -238   570
 -292  -232   566
 -300  -242   546
 -300  -240   546
 -308  -258   530
 -328  -276   518
 -316  -272   530
 -306  -264   552
 -300  -276   558
 -292  -280   558
 -298  -284   556
 -288  -274   560
 -288  -268   566
 -278  -282   564
 -276  -284   568
 -284  -292   568
 -294  -296   572
 -300  -304   566
 -286  -304   572
 -282  -304   578
 -276  -304   596
 -274  -306   598
 -296  -312   592
 -296  -304   588
 -308  -310   578
 -312  -316   576
 -292  -304   596
 -302  -314   602
 -294  -314   604
 -302  -310   606
 -294  -296   616
 -312  -292   602
 -318  -300   600
 -304  -294   620
 -304  -290   632
 -302  -292   626
 -310  -294   620
 -310  -282   632
 -308  -286   638
 -316  -288   636
 -316  -286   634
 -296  -274   642
 -300  -274   648
 -302  -274   644
 -306  -282   648
 -308  -286   648
 -310  -280   650
 -326  -286   644
 -342  -286   642
 -354  -288   640
 -372  -294   626
 -366  -300   630
 -370  -298   632
 -376  -316   630
 -386  -326   622
 -386  -324   618
 -376  -318   624
 -380  -322   620
 -388  -330   618
 -384  -342   624
 -390  -336   626
 -380  -334   626
 -374  -336   630
 -384  -340   620
 -374  -338   634
 -374  -346   638
 -376  -352   634
 -396  -348   620
 -396  -342   630
 -404  -346   622
 -402  -346   636
 -404  -344   628
 -398  -348   636
 -410  -356   632
 -388  -352   650
 -380  -348   660
 -392  -348   660
 -400  -358   654
 -396  -362   658
 -392  -354   668
 -412  -364   654
 -410  -358   650
 -406  -358   660
 -416  -370   646
 -422  -378   642
 -408  -372   660
 -420  -370   650
 -422  -370   654
 -422  -370   664
 -426  -378   660
 -420  -396   666
 -424  -406   650
 -430  -412   638
 -430  -412   650
 -424  -408   656
 -450  -406   636
 -456  -398   648
 -452  -400   654
 -470  -406   644
 -486  -418   626
 -478  -412   638
 -490  -420   630
 -494  -424   626
 -484  -414   630
 -502  -412   620
 -494  -402   630
 -514  -412   612
 -510  -408   612
 -522  -414   606
 -516  -422   602
 -510  -418   602
 -524  -432   600
 -532  -426   596
 -550  -434   576
 -550  -436   578
 -548  -442   584
 -550  -434   586
 -558  -436   586
 -568  -438   590
 -572  -442   596
 -564  -448   594
 -568  -452   598
 -574  -444   600
 -582  -444   600
 -576  -450   600
 -576  -466   606
 -588  -466   602
 -582  -466   612
 -578  -468   610
 -580  -464   610
 -594  -472   602
 -588  -472   602
 -582  -468   608
 -570  -466   628
 -594  -472   614
 -606  -472   614
 -602  -472   612
 -586  -472   626
 -574  -486   636
 -566  -476   640
 -562  -476   646
 -566  -474   648
 -560  -468   656
 -572  -470   652
 -570  -472   658
 -582  -472   658
 -586  -474   660
 -588  -472   654
 -594  -474   648
 -614  -472   640
 -610  -474   644
 -602  -484   650
 -574  -478   674
 -578  -478   678
 -590  -484   666
 -570  -482   688
 -566  -482   700
 -572  -480   692
 -564  -474   714
 -564  -464   712
 -586  -466   708
 -590  -468   704
 -598  -468   700
 -604  -478   692
 -590  -480   696
 -604  -484   680
 -602  -484   680
 -604  -492   680
 -608  -486   684
 -608  -490   690
 -616  -492   702
 -610  -498   708
 -618  -502   708
 -628  -498   704
 -616  -496   716
 -602  -486   728
 -606  -478   734
 -602  -492   738
 -602  -496   740
 -596  -496   752
 -592  -496   750
 -576  -492   762
 -562  -486   774
 -564  -482   766
 -568  -494   762
 -554  -480   768
 -560  -488   772
 -566  -498   772
 -568  -508   776
 -584  -516   762
 -570  -516   774
 -570  -514   770
 -552  -516   786
 -550  -522   788
 -534  -514   798
 -548  -520   792
 -544  -514   804
 -538  -510   806
 -550  -510   794
 -554  -502   804
 -560  -506   790
 -566  -504   786
 -582  -502   780
 -588  -496   776
 -588  -498   782
 -596  -490   780
 -606  -486   774
 -618  -486   772
 -600  -482   790
 -604  -480   780
 -608  -486   780
 -608  -484   782
 -608  -466   774
 -614  -474   774
 -630  -486   758
 -636  -482   752
 -642  -486   756
 -638  -480   762
 -636  -486   774
 -628  -484   792
 -636  -484   780
 -632  -496   776
 -646  -492   770
 -644  -486   774
 -646  -476   768
 -638  -480   774
 -650  -480   770
 -666  -486   760
 -658  -486   768
 -664  -494   760
 -658  -482   778
 -666  -484   770
 -652  -472   786
 -664  -472   776
 -666  -474   780
 -656  -466   790
 -662  -468   792
 -648  -472   806
 -658  -474   810
 -666  -472   798
 -660  -480   810
 -662  -492   804
 -672  -490   794
 -678  -496   786
 -666  -498   792
 -674  -504   780
 -688  -494   784
 -698  -492   776
 -702  -490   770
 -714  -500   766
 -710  -500   768
 -708  -510   762
 -718  -512   754
 -744  -522   740
 -738  -534   750
 -740  -546   744
 -744  -546   750
 -738  -542   764
 -748  -538   764
 -742  -548   758
 -742  -542   772
 -754  -544   760
 -760  -546   758
 -740  -546   780
 -762  -540   776
 -746  -540   792
 -744  -538   792
 -742  -534   794
 -720  -528   806
 -708  -520   814
 -686  -510   834
 -694  -516   822
 -700  -512   824
 -694  -508   824
 -690  -516   828
 -684  -508   842
 -690  -502   846
 -678  -492   866
 -680  -496   858
 -698  -500   848
 -692  -508   854
 -698  -510   852
 -722  -520   838
 -712  -508   858
 -716  -508   852
 -718  -514   852
 -714  -514   852
 -714  -526   858
 -716  -526   854
 -714  -536   862
 -728  -540   856
 -730  -542   852
 -716  -532   858
 -714  -534   854
 -708  -540   870
 -702  -538   876
 -712  -538   866
 -694  -536   878
 -696  -522   882
 -700  -524   880
 -720  -524   868
 -714  -528   878
 -698  -522   888
 -688  -510   900
 -722  -516   876
 -718  -514   884
 -720  -514   884
 -724  -524   878
 -724  -522   882
 -714  -512   890
 -700  -510   890
 -710  -522   876
 -714  -520   888
 -710  -512   898
 -716  -510   888
 -708  -490   896
 -708  -492   902
 -714  -492   902
 -706  -496   900
 -704  -498   906
 -730  -510   894
 -716  -516   888
 -712  -508   912
 -710  -512   924
 -704  -520   926
 -706  -526   930
 -714  -532   926
 -708  -528   930
 -686  -520   940
 -698  -522   936
 -688  -512   946
 -698  -522   942
 -716  -526   936
 -734  -526   924
 -726  -520   926
 -728  -520   926
 -726  -520   932
 -726  -526   932
 -732  -532   938
 -744  -542   928
 -750  -540   926
 -744  -516   948
 -716  -518   968
 -706  -498   984
 -720  -498   978
 -720  -514   974
 -716  -522   980
 -722  -528   970
 -736  -534   972
 -728  -540   978
 -726  -538   986
 -726  -536   986
 -740  -540   992
 -734  -530  1010
 -736  -532  1004
 -726  -528  1008
 -718  -532  1010
 -720  -524  1020
 -704  -520  1028
 -714  -522  1026
 -714  -520  1028
 -694  -516  1038
 -688  -514  1058
 -688  -516  1052
 -704  -514  1046
 -710  -514  1046
 -716  -502  1050
 -724  -510  1040
 -714  -514  1042
 -732  -510  1034
 -722  -500  1054
 -732  -502  1052
 -742  -496  1046
 -754  -510  1038
 -768  -522  1026
 -772  -532  1028
 -778  -532  1028
 -770  -528  1038
 -776  -534  1038
 -782  -546  1044
 -786  -552  1052
 -780  -546  1058
 -786  -548  1054
 -790  -550  1058
 -786  -550  1064
 -788  -560  1066
 -794  -562  1070
 -814  -562  1054
 -808  -558  1062
 -806  -562  1058
 -804  -570  1050
 -810  -574  1048
 -818  -566  1050
 -824  -580  1046
 -822  -590  1050
 -808  -590  1046
 -786  -580  1064
 -780  -582  1074
 -804  -578  1066
 -812  -584  1060
 -818  -580  1066
 -826  -588  1062
 -836  -586  1058
 -844  -592  1048
 -826  -588  1058
 -816  -588  1080
 -814  -596  1078
 -808  -602  1090
 -804  -604  1092
 -808  -604  1086
 -806  -606  1086
 -810  -596  1092
 -804  -606  1094
 -804  -620  1094
 -798  -616  1092
 -806  -626  1084
 -790  -622  1100
 -800  -618  1100
 -796  -610  1092
 -792  -610  1090
 -798  -612  1092
 -802  -618  1094
 -798  -616  1094
 -784  -610  1108
 -774  -618  1116
 -786  -624  1104
 -796  -628  1110
 -804  -622  1108
 -802  -618  1112
 -790  -618  1130
 -796  -624  1126
 -796  -618  1134
 -786  -618  1140
 -786  -618  1146
 -786  -622  1146
 -770  -616  1162
 -774  -618  1172
 -774  -624  1170
 -760  -628  1178
 -758  -622  1176
 -772  -622  1170
 -790  -624  1158
 -806  -626  1146
 -814  -630  1140
 -830  -628  1138
 -818  -618  1158
 -808  -624  1170
 -800  -636  1178
 -798  -630  1184
 -806  -634  1178
 -804  -636  1184
 -832  -640  1166
 -828  -648  1162
 -832  -658  1154
 -818  -654  1176
 -804  -660  1176
 -818  -666  1152
 -812  -660  1164
 -810  -664  1154
 -804  -660  1164
 -814  -666  1154
 -818  -672  1146
 -820  -682  1144
 -830  -682  1142
 -822  -688  1152
 -818  -694  1154
 -808  -690  1160
 -816  -694  1160
 -802  -670  1172
 -806  -670  1158
 -806  -672  1158
 -812  -684  1160
 -824  -686  1156
 -838  -692  1150
 -826  -690  1158
 -830  -702  1166
 -844  -708  1164
 -876  -718  1154
 -872  -724  1166
 -872  -724  1166
 -868  -720  1188
 -882  -720  1178
 -876  -720  1184
 -874  -724  1178
 -878  -720  1176
 -876  -720  1172
 -866  -720  1184
 -864  -724  1188
 -878  -728  1180
 -894  -734  1166
 -876  -730  1178
 -888  -730  1172
 -900  -734  1156
 -914  -738  1146
 -920  -738  1146
 -920  -742  1148
 -920  -736  1148
 -924  -738  1152
 -936  -750  1148
 -918  -752  1158
 -916  -744  1158
 -914  -742  1158
 -910  -742  1166
 -918  -750  1160
 -940  -754  1150
 -944  -752  1150
 -944  -750  1166
 -934  -742  1176
 -940  -738  1172
 -926  -734  1194
 -930  -742  1202
 -932  -750  1200
 -916  -744  1224
 -922  -738  1220
 -916  -730  1224
 -918  -736  1218
 -896  -732  1236
 -892  -744  1238
 -878  -748  1250
 -882  -756  1242
 -896  -766  1236
 -902  -778  1226
 -908  -790  1220
 -914  -796  1216
 -912  -806  1222
 -910  -806  1226
 -908  -808  1236
 -908  -798  1232
 -892  -798  1248
 -896  -802  1242
 -892  -794  1248
 -882  -780  1258
 -886  -784  1264
 -894  -796  1250
 -894  -782  1264
 -886  -780  1286
 -894  -790  1278
 -894  -794  1280
 -900  -798  1272
 -908  -796  1264
 -910  -790  1270
 -892  -786  1286
 -900  -778  1284
 -878  -768  1296
 -880  -766  1296
 -888  -776  1288
 -886  -770  1306
 -882  -768  1314
 -872  -768  1320
 -850  -766  1346
 -850  -768  1344
 -858  -768  1334
 -852  -776  1338
 -842  -780  1350
 -822  -780  1364
 -832  -786  1356
 -834  -792  1346
 -824  -780  1352
 -816  -780  1358
 -814  -786  1362
 -798  -784  1374
 -790  -780  1374
 -798  -786  1374
 -790  -786  1378
 -798  -788  1372
 -808  -788  1364
 -820  -798  1360
 -842  -798  1352
 -848  -798  1350
 -834  -796  1368
 -830  -800  1376
 -836  -802  1380
 -830  -798  1386
 -816  -790  1390
 -798  -790  1392
 -798  -790  1394
 -806  -796  1394
 -804  -812  1386
 -808  -820  1380
 -800  -818  1392
 -808  -828  1392
 -796  -826  1408
 -794  -826  1416
 -794  -826  1428
 -804  -832  1418
 -812  -824  1414
 -810  -826  1422
 -812  -826  1422
 -822  -822  1416
 -812  -820  1422
 -826  -822  1416
 -818  -824  1426
 -836  -828  1410
 -830  -828  1416
 -820  -820  1418
 -824  -814  1412
 -814  -814  1428
 -800  -802  1450
 -792  -792  1446
 -794  -794  1450
 -788  -780  1458
 -794  -786  1460
 -806  -790  1448
 -810  -792  1436
 -810  -784  1436
 -802  -784  1442
 -804  -784  1452
 -794  -780  1472
 -788  -778  1484
 -792  -788  1484
 -768  -780  1496
 -782  -790  1488
 -794  -804  1488
 -798  -814  1476
 -800  -808  1474
 -784  -796  1492
 -778  -796  1488
 -790  -804  1484
 -790  -802  1488
 -782  -796  1496
 -796  -808  1496
 -800  -808  1488
 -798  -814  1488
 -788  -812  1492
 -812  -804  1472
 -796  -808  1478
 -810  -806  1456
 -836  -820  1448
